Package;Shape;W;L;H;Ang1;Ang2;Ang3;Sh X;Sh Y;Sh Z;
VSSOP8;mSoic;2,00;3,20;;;;;;;;
W210502PR;Rect;6;6;4,6;;;;1;-3;;
W210502PR;W210502PR2;;;;;;;0,00;;;
W210502PR;W210502PR2;-2,25;;;;;;2,00;0,00;0,00;
W210502PR2;Rect;0,5;0,5;4,80;;;;0;0;-2;
W210502PR2;Rect;1,00;1,60;2,30;;;;-1,50;0,80;;
W210502PR2;Rect;2,00;1;;90;40,00;;-1,50;0,80;2,95;
W210502PS;Rect;6;4,4;6,00;;;;1;0,5;;
W210502SC;Rect;6;4,7;6;;;;1;0,45;;
W210504PR;Rect;0,5;0,5;3;;;;2;0;-2;
W210504PR;Rect;0,5;0,5;3;;;;4;0;-2;
W210504PR;Rect;0,5;0,5;3;;;;6;0;-2;
W210504PR;Rect;0,5;0,5;3;;0,00;0,00;0;0;-2;
W210504PR;Rect;10;6;4,6;0,00;;0,00;3;-3,00;;
W210504PR;Rect;3,05;10;;90;45;;3;1,1;1,1;
W210504PS;Rect;10;4,5;6;;;;0,00;0,00;;
W210504PS;Rect;9;4;1;;;;0,00;0,00;6;
W210505PR;Rect;0,50;1,50;3;;;;-1,25;0,75;;
W210505PR;Rect;0,50;1,50;3;;;;9,25;0,75;;
W210505PR;Rect;12,00;7,50;6,00;;;;4,00;-3,75;;
W210505PR;Triangle;1,50;1,50;0,50;;-90,00;;-1,00;;3,00;
W210505PR;Triangle;1,50;1,50;0,50;;-90,00;;9,50;;3,00;
WIMA01;Rect;4,70;3,30;3,15;;;;;;;
WIMA047;Arc;1,00;1,00;6,00;0,00;90,00;0,00;-3,00;-4,50;1,00;
WIMA047;Arc;1,00;1,00;6,00;-180,00;270,00;0,00;3,00;4,50;1,00;
WIMA047;Rect;6,00;7,00;4,00;;;;;;;
WSON;Rect;2,10;2,10;0,80;;;;;;;
XF2M24151A;Arc;2,50;14,50;13;0,00;450,00;180,00;-6,50;-24,95;0,20;
XF2M24151A;Arc;2,50;6,50;13;0,00;270,00;180,00;6,50;-24,95;0,20;
XF2M24151A;Rect;0,00;1,50;13;0,00;270,00;360,00;6,50;-4,33;1;
XF2M24151A;Rect;0,00;8,00;13;0,00;270,00;192,00;6,50;-9,02;1,85;
XF2M24151A;Rect;42,00;27,00;1.5;0,00;180,00;;;-7,45;-1,55;
XF2M24151A2;XF2M24151A;;;;180,00;180,00;;0,00;-3,20;-1,00;
XF2M50151A;Rect;28,5;5,2;2,2;;;;;0;0;
Z1;Oval;3;9,45;0,5;90;88;;0;4,90;1,80;
Z1;Oval;9,15;2,40;12;0,00;0,00;88,00;;-7,10;1,30;
Z1;Pin;1,45;0,3;1,7;270;180;;-2,5;6,15;1,85;
Z1;Pin;1,5;0,30;1,70;270;180;;2,5;6,15;1,85;
ZQ32768M;32768;;;;-270,00;;;;0,00;;
 œ303;Oval;4,30;4,30;6,00;;;;0,90;-0,90;;
 œ303;Silk;;;0,50;;;;;;;
