LAYER_L;BLK_NAME;W_L;X1;Y1;X2;Y2;
0;;0;5.20155e+07;1.84937e+08;5.21963e+07;1.84862e+08;
0;;0;5.21963e+07;1.84862e+08;5.23905e+07;1.84836e+08;
0;;0;5.23905e+07;1.84836e+08;5.25846e+07;1.84862e+08;
0;;0;5.25846e+07;1.84862e+08;5.27655e+07;1.84937e+08;
0;;0;5.27655e+07;1.84937e+08;5.29208e+07;1.85056e+08;
0;;0;5.29208e+07;1.85056e+08;5.304e+07;1.85211e+08;
0;;0;5.304e+07;1.85211e+08;5.31149e+07;1.85392e+08;
0;;0;5.31149e+07;1.85392e+08;5.31405e+07;1.85586e+08;
0;;0;5.69405e+07;1.77686e+08;5.69149e+07;1.77881e+08;
0;;0;5.69149e+07;1.77881e+08;5.684e+07;1.78061e+08;
0;;0;5.684e+07;1.78061e+08;5.67208e+07;1.78217e+08;
0;;0;5.67208e+07;1.78217e+08;5.65655e+07;1.78336e+08;
0;;0;5.65655e+07;1.78336e+08;5.63846e+07;1.78411e+08;
0;;0;5.63846e+07;1.78411e+08;5.61905e+07;1.78436e+08;
0;;0;5.61905e+07;1.78436e+08;5.59963e+07;1.78411e+08;
0;;0;5.59963e+07;1.78411e+08;5.58155e+07;1.78336e+08;
0;;0;5.58155e+07;1.78336e+08;5.56601e+07;1.78217e+08;
0;;0;5.56601e+07;1.78217e+08;5.55409e+07;1.78061e+08;
0;;0;5.55409e+07;1.78061e+08;5.5466e+07;1.77881e+08;
0;;0;5.5466e+07;1.77881e+08;5.54405e+07;1.77686e+08;
0;;0;5.54405e+07;1.77686e+08;5.5466e+07;1.77492e+08;
0;;0;5.5466e+07;1.77492e+08;5.55409e+07;1.77311e+08;
0;;0;5.55409e+07;1.77311e+08;5.56601e+07;1.77156e+08;
0;;0;5.56601e+07;1.77156e+08;5.58155e+07;1.77037e+08;
0;;0;5.58155e+07;1.77037e+08;5.59963e+07;1.76962e+08;
0;;0;5.59963e+07;1.76962e+08;5.61905e+07;1.76936e+08;
0;;0;5.61905e+07;1.76936e+08;5.63846e+07;1.76962e+08;
0;;0;5.63846e+07;1.76962e+08;5.65655e+07;1.77037e+08;
0;;0;5.65655e+07;1.77037e+08;5.67208e+07;1.77156e+08;
0;;0;5.67208e+07;1.77156e+08;5.684e+07;1.77311e+08;
0;;0;5.684e+07;1.77311e+08;5.69149e+07;1.77492e+08;
0;;0;5.69149e+07;1.77492e+08;5.69405e+07;1.77686e+08;
0;;0;5.69405e+07;1.85586e+08;5.69149e+07;1.85781e+08;
0;;0;5.69149e+07;1.85781e+08;5.684e+07;1.85961e+08;
0;;0;5.684e+07;1.85961e+08;5.67208e+07;1.86117e+08;
0;;0;5.67208e+07;1.86117e+08;5.65655e+07;1.86236e+08;
0;;0;5.65655e+07;1.86236e+08;5.63846e+07;1.86311e+08;
0;;0;5.63846e+07;1.86311e+08;5.61905e+07;1.86336e+08;
0;;0;5.61905e+07;1.86336e+08;5.59963e+07;1.86311e+08;
0;;0;5.59963e+07;1.86311e+08;5.58155e+07;1.86236e+08;
0;;0;5.58155e+07;1.86236e+08;5.56601e+07;1.86117e+08;
0;;0;5.56601e+07;1.86117e+08;5.55409e+07;1.85961e+08;
0;;0;5.55409e+07;1.85961e+08;5.5466e+07;1.85781e+08;
0;;0;5.5466e+07;1.85781e+08;5.54405e+07;1.85586e+08;
0;;0;5.54405e+07;1.85586e+08;5.5466e+07;1.85392e+08;
0;;0;5.5466e+07;1.85392e+08;5.55409e+07;1.85211e+08;
0;;0;5.55409e+07;1.85211e+08;5.56601e+07;1.85056e+08;
0;;0;5.56601e+07;1.85056e+08;5.58155e+07;1.84937e+08;
0;;0;5.58155e+07;1.84937e+08;5.59963e+07;1.84862e+08;
0;;0;5.59963e+07;1.84862e+08;5.61905e+07;1.84836e+08;
0;;0;5.61905e+07;1.84836e+08;5.63846e+07;1.84862e+08;
0;;0;5.63846e+07;1.84862e+08;5.65655e+07;1.84937e+08;
0;;0;5.65655e+07;1.84937e+08;5.67208e+07;1.85056e+08;
0;;0;5.67208e+07;1.85056e+08;5.684e+07;1.85211e+08;
0;;0;5.684e+07;1.85211e+08;5.69149e+07;1.85392e+08;
0;;0;5.69149e+07;1.85392e+08;5.69405e+07;1.85586e+08;
0;;0;5.31405e+07;1.77686e+08;5.31149e+07;1.77881e+08;
0;;0;5.31149e+07;1.77881e+08;5.304e+07;1.78061e+08;
0;;0;5.304e+07;1.78061e+08;5.29208e+07;1.78217e+08;
0;;0;5.29208e+07;1.78217e+08;5.27655e+07;1.78336e+08;
0;;0;5.27655e+07;1.78336e+08;5.25846e+07;1.78411e+08;
0;;0;5.25846e+07;1.78411e+08;5.23905e+07;1.78436e+08;
0;;0;5.23905e+07;1.78436e+08;5.21963e+07;1.78411e+08;
0;;0;5.21963e+07;1.78411e+08;5.20155e+07;1.78336e+08;
0;;0;5.20155e+07;1.78336e+08;5.18601e+07;1.78217e+08;
0;;0;5.18601e+07;1.78217e+08;5.17409e+07;1.78061e+08;
0;;0;5.17409e+07;1.78061e+08;5.1666e+07;1.77881e+08;
0;;0;5.1666e+07;1.77881e+08;5.16405e+07;1.77686e+08;
0;;0;5.16405e+07;1.77686e+08;5.1666e+07;1.77492e+08;
0;;0;5.1666e+07;1.77492e+08;5.17409e+07;1.77311e+08;
0;;0;5.17409e+07;1.77311e+08;5.18601e+07;1.77156e+08;
0;;0;5.18601e+07;1.77156e+08;5.20155e+07;1.77037e+08;
0;;0;5.20155e+07;1.77037e+08;5.21963e+07;1.76962e+08;
0;;0;5.21963e+07;1.76962e+08;5.23905e+07;1.76936e+08;
0;;0;5.23905e+07;1.76936e+08;5.25846e+07;1.76962e+08;
0;;0;5.25846e+07;1.76962e+08;5.27655e+07;1.77037e+08;
0;;0;5.27655e+07;1.77037e+08;5.29208e+07;1.77156e+08;
0;;0;5.29208e+07;1.77156e+08;5.304e+07;1.77311e+08;
0;;0;5.304e+07;1.77311e+08;5.31149e+07;1.77492e+08;
0;;0;5.31149e+07;1.77492e+08;5.31405e+07;1.77686e+08;
0;;0;5.03905e+07;1.88136e+08;1.5739e+08;1.88136e+08;
0;;0;5.03905e+07;1.75136e+08;5.03905e+07;1.79736e+08;
0;;0;1.5739e+08;1.75136e+08;5.03905e+07;1.75136e+08;
0;;0;5.03905e+07;1.83536e+08;5.03905e+07;1.88136e+08;
0;;0;1.5739e+08;1.88136e+08;1.5739e+08;1.85486e+08;
0;;0;1.5739e+08;1.77786e+08;1.5739e+08;1.75136e+08;
THICK_LINE;;0;7.63905e+07;1.88136e+08;8.23905e+07;1.88136e+08;
THICK_LINE;;0;7.63905e+07;1.88136e+08;7.63905e+07;1.86636e+08;
THICK_LINE;;0;7.63905e+07;1.86636e+08;8.23905e+07;1.86636e+08;
THICK_LINE;;0;8.23905e+07;1.88136e+08;8.23905e+07;1.86636e+08;
THICK_LINE;;0;7.63905e+07;1.75136e+08;8.23905e+07;1.75136e+08;
THICK_LINE;;0;7.63905e+07;1.75136e+08;7.63905e+07;1.76636e+08;
THICK_LINE;;0;7.63905e+07;1.76636e+08;8.23905e+07;1.76636e+08;
#;ENDBLK;0;8.23905e+07;1.75136e+08;8.23905e+07;1.76636e+08;
